customer_id,age,income,credit_score,debt_to_income,employment_length,loan_amount,loan_purpose,home_ownership,annual_income,loan_status
d46fa3b1-3a2d-4aef-8a91-6e6d4d3dcea3,74,22561.43,623,0.166,3,72438.25,education,rent,22561.43,approved
db124cca-c35f-4257-8770-815412e5949d,53,25619.66,637,0.077,3,13469.54,debt_consolidation,other,25619.66,approved
e65bd358-03ce-48ac-bd32-741033074365,41,61351.44,830,0.195,4,9558.57,personal,own,61351.44,approved
616d53aa-0c33-4d2b-b03f-3815fef838e7,25,33590.78,805,0.079,3,3384.16,business,own,33590.78,denied
da00d5e8-9bd7-4092-9ae4-e94e562efa67,54,61273.67,711,0.15,7,37963.6,debt_consolidation,mortgage,61273.67,approved
00d93617-ae57-4e2f-b497-6ccbb8733392,66,36853.38,608,0.262,2,67492.84,auto,other,36853.38,approved
6b9afee0-2dd1-47fd-b10c-8cb07ba08ed1,70,56211.91,712,0.214,4,21830.71,education,rent,56211.91,approved
9b6cb0c8-3848-4dfb-b1cf-6536de0bcee4,57,93949.86,602,0.124,6,9118.81,education,mortgage,93949.86,denied
984dc6ed-66d4-4789-b556-9ac508a0c60d,62,35847.92,621,0.244,6,14125.29,auto,other,35847.92,denied
5f89b5e7-8833-4e63-9a78-e80f97dc983b,52,72290.86,602,0.223,6,6162.95,auto,other,72290.86,approved
6e3d4425-177e-41f2-ba90-2885ba3c6a6e,75,32519.44,514,0.405,10,17853.97,personal,own,32519.44,approved
b8b65787-4f41-4f55-9f5d-c92b2a06805d,18,46093.66,648,0.332,2,15913.87,auto,own,46093.66,approved
c3ea97a2-22ed-4978-89d1-b726c7fe6439,20,25872.53,801,0.215,6,21988.61,home_improvement,own,25872.53,approved
30c7fff0-4fe7-4fbd-aafb-68e622866e46,51,88683.07,640,0.284,12,16333.21,personal,other,88683.07,approved
fa4254d4-40c4-4956-9e8f-2b31afbed9ad,32,26432.31,812,0.052,6,25263.71,debt_consolidation,own,26432.31,approved
59f693b3-637f-4fab-bc29-e1abe14e8c07,33,16799.82,698,0.246,2,8741.12,auto,own,16799.82,approved
4692083f-4959-41df-8555-1e05630e532b,18,20847.49,435,0.23,4,6940.01,personal,own,20847.49,approved
eef13369-adc6-4fdd-9dde-6c1d2b4bb1b0,53,55821.63,725,0.14,4,26400.06,education,mortgage,55821.63,denied
0fc016d1-4a7a-4413-b096-d77f7a258f87,64,18186.68,533,0.053,4,21182.69,home_improvement,mortgage,18186.68,approved
2a36682b-ca8c-482e-9242-7397c584a648,58,19696.93,649,0.295,4,4364.01,education,own,19696.93,approved
57e59cf8-cde4-45ea-b20f-a92aed4f5af6,72,53856.5,768,0.118,10,15005.37,business,rent,53856.5,approved
06ba3755-1723-4b48-9936-17c40a7d3a14,29,43556.13,559,0.347,3,29882.68,auto,rent,43556.13,approved
956089aa-66a0-4b44-92ae-d9bb5c8d69bb,34,24250.09,642,0.082,8,15178.37,debt_consolidation,rent,24250.09,approved
4d796d42-5661-4eb0-bc70-78f70182f3f3,54,25814.09,606,0.221,7,13558.04,personal,mortgage,25814.09,approved
7a168b67-8a3d-427b-965b-47c49bbd5f6e,72,117419.25,575,0.348,10,42023.55,business,own,117419.25,approved
7d460054-ff59-4193-b5d4-21cad14eb0a3,19,50781.42,683,0.289,3,24479.49,debt_consolidation,mortgage,50781.42,approved
fbb03828-9a03-4384-8d54-f7a66c527979,53,19043.56,486,0.321,5,44215.71,business,other,19043.56,denied
b2fe0f3e-c110-4985-9836-be9bc479f778,53,23816.8,780,0.126,4,7064.22,home_improvement,rent,23816.8,approved
b2e3ade9-0fdb-44ce-9b85-27c61e3afa5a,52,57672.9,735,0.103,3,1544.55,personal,rent,57672.9,denied
e7a0460d-a560-4dd7-957b-da9ff289e8ed,60,34961.18,548,0.223,5,5512.53,education,rent,34961.18,denied
896e3d5f-8bf2-4c4f-8e64-0e4dfa5249d0,66,35492.36,595,0.094,5,4332.89,business,rent,35492.36,approved
20100021-96ab-46f5-8ebc-56c914e427a0,40,21068.37,624,0.308,12,8109.38,home_improvement,mortgage,21068.37,approved
19b53bca-bf98-4d34-8291-2a1a3bbfe31c,27,11284.15,826,0.086,5,29069.89,personal,own,11284.15,approved
deb88d79-2bcc-4bbd-8db7-4287dd06f621,68,35536.98,820,0.262,8,9176.94,auto,rent,35536.98,approved
beaa67cf-393d-4d3a-8dff-924ca13784c4,55,26149.79,702,0.208,4,20213.93,business,mortgage,26149.79,approved
55648ee6-8a31-448f-8016-a80dd026a4f9,43,21850.51,732,0.122,5,14858.82,personal,own,21850.51,approved
cb271efc-81e7-4005-9c20-175ebd666874,76,11129.0,748,0.116,7,3260.73,debt_consolidation,rent,11129.0,approved
e4905c25-4ff6-41bd-9e92-c7dde44fee31,78,80893.98,716,0.207,7,37381.03,personal,mortgage,80893.98,approved
f9ec6942-fd82-4669-adb3-5999f270dd77,43,64404.53,663,0.212,5,4341.05,home_improvement,mortgage,64404.53,approved
c18afeae-6bde-4f74-a825-315c8ff6275d,54,51571.44,397,0.196,8,17227.32,home_improvement,other,51571.44,approved
f5e76f0e-5f6c-4b8b-8868-aa22b645d048,49,85495.56,581,0.3,6,4557.09,education,rent,85495.56,approved
937635c0-0e46-40a5-aca8-96c11f4e6e1f,42,19090.45,696,0.148,10,6591.09,auto,mortgage,19090.45,approved
0d6d0d55-c576-47dc-bbf4-f1b7f802b282,71,44463.24,850,0.127,7,41622.8,debt_consolidation,other,44463.24,approved
7f9e50cb-c8fe-4643-819d-7bfc42a40d2d,52,24354.64,579,0.056,8,56201.69,business,mortgage,24354.64,approved
7d090f77-d0e6-433f-bc9d-d5ad316385bd,55,67431.7,554,0.088,6,23052.12,education,other,67431.7,approved
f16216d5-6def-40ba-b52b-8fad041098c6,36,132282.51,612,0.239,6,6246.24,home_improvement,own,132282.51,denied
1b7594b8-e6ed-4206-a487-b01126bb572c,49,84504.18,568,0.217,0,25698.87,personal,other,84504.18,denied
441ee888-b33a-4d3a-b97b-514c895f4c83,48,12802.87,627,0.178,5,10260.62,personal,other,12802.87,denied
11b958a4-629e-43b1-a573-c766b9953725,39,30828.86,834,0.055,4,12205.07,debt_consolidation,rent,30828.86,denied
450dd958-018e-4b6f-8a40-6dc791ac3333,58,15406.51,694,0.076,6,38117.74,debt_consolidation,mortgage,15406.51,approved
7801ae43-f6d6-4687-8e02-cb6ce63e5fbf,18,81997.15,557,0.072,4,49080.43,auto,other,81997.15,approved
af8367b3-cca2-4908-b302-aff2c2fe7c7d,61,6393.86,774,0.249,3,56429.78,debt_consolidation,other,6393.86,approved
7fd9fa62-33c7-4fce-8505-951f4ba446b4,30,33413.04,532,0.044,7,10314.59,business,other,33413.04,approved
b56c1dc6-0f3c-41aa-9c1c-2080578160a5,50,37546.01,627,0.216,1,13768.36,home_improvement,own,37546.01,approved
f516cdd8-bc05-4514-ac9f-4a56a968982e,56,56527.43,552,0.182,10,74959.85,debt_consolidation,mortgage,56527.43,approved
65d28c73-c4b7-42d4-ab2f-57b3e72126d4,58,82501.15,627,0.032,6,31573.27,education,own,82501.15,approved
a7e029ac-fd62-411c-a59a-543266619d80,36,37294.55,662,0.289,7,15987.48,auto,own,37294.55,approved
d4b74a5a-81e4-42ce-94f2-01862f02d1ad,53,75581.65,486,0.064,4,40298.64,auto,rent,75581.65,denied
62fc475e-e283-4c2e-8a41-d4b4473dd59b,55,11437.54,644,0.1,5,32408.51,auto,mortgage,11437.54,approved
c3d52d8d-716d-41c4-9cca-e86a35c832bf,64,22122.37,693,0.163,5,2802.46,debt_consolidation,rent,22122.37,approved
0cb70fb6-2df9-46d9-bd45-0b4c26953b78,64,28994.33,850,0.169,2,13887.0,auto,rent,28994.33,denied
f89f672a-90d1-41f8-897f-d2b43b16edd4,72,22442.68,587,0.104,3,6531.22,auto,rent,22442.68,approved
f93a3230-cb5e-44b1-9291-9aee4b8a059d,56,73028.65,360,0.349,5,8111.07,education,mortgage,73028.65,denied
85be8079-f04f-4476-9d36-cb3ec75bb7c1,51,138665.79,639,0.146,8,15266.49,education,mortgage,138665.79,approved
d7004846-4b1b-4087-a6ed-33d972e64a5e,26,28734.24,670,0.12,8,32448.46,auto,mortgage,28734.24,approved
2525f73e-faf6-4ba2-b932-cf9425ccf3c8,77,13050.41,850,0.281,9,12993.93,auto,mortgage,13050.41,approved
e9ffbfc3-a78e-415e-9234-849b18b1c1f7,61,6690.77,596,0.281,6,12363.35,education,rent,6690.77,approved
ae2f85a5-1485-41ec-a058-1e6a513a4f0c,21,13539.17,562,0.072,4,40684.47,business,own,13539.17,approved
17baddb5-61a7-465c-a61f-1e50012263c0,56,132275.02,672,0.235,4,14732.89,education,other,132275.02,approved
c59aac78-40bd-4841-86e6-8ec4646a5866,26,53119.99,707,0.217,8,10905.28,auto,mortgage,53119.99,approved
f8045eb2-9ecc-423b-9100-604c21e190c6,66,56593.18,691,0.148,7,7023.8,personal,rent,56593.18,approved
b25548bb-19bf-49d6-909d-f3a93b632387,28,114391.47,680,0.129,4,11351.85,personal,other,114391.47,approved
fe89b169-54fe-4237-b2f5-8885a6fa4efa,19,25219.19,670,0.039,3,4025.2,education,other,25219.19,denied
5609a5fd-3924-45f6-88fd-d54ea1fdf85d,25,14317.67,567,0.113,3,23284.08,business,mortgage,14317.67,approved
2237e0ed-1ea0-497e-aced-a0519adb5fe9,33,19163.46,621,0.191,5,10586.71,personal,rent,19163.46,approved
c0146f55-d363-4f1b-be47-f2a7fc905b45,19,27296.77,658,0.305,7,2386.75,debt_consolidation,own,27296.77,approved
169d506f-e1a2-47df-94b7-366006414e17,41,125737.13,676,0.149,1,23619.25,auto,own,125737.13,approved
b91bb79f-0623-44a2-b9cb-6d8c0abc8a22,50,39504.03,647,0.279,3,20409.47,personal,mortgage,39504.03,approved
b19365e9-667e-475a-870b-a6467a6cb4e4,21,43015.11,553,0.256,5,49592.3,personal,mortgage,43015.11,approved
12278bbb-a29f-4883-8e1f-493b7ccaa640,36,33877.12,579,0.181,3,45119.24,education,mortgage,33877.12,approved
988924b4-56db-4eba-8545-85ef1484b41d,67,13949.3,627,0.146,2,9766.84,home_improvement,mortgage,13949.3,approved
4cc253e8-f717-4667-853c-bb5e25a47f51,75,35931.33,695,0.054,1,31601.08,personal,other,35931.33,approved
1c5906e4-d978-4060-af87-867f66197f5f,28,83918.39,634,0.215,9,8229.72,home_improvement,own,83918.39,approved
d8d12680-01a8-4333-9e44-85c084841729,75,130379.77,730,0.266,6,12359.17,personal,mortgage,130379.77,approved
1042b5cc-eca2-4af1-a360-6f853ca897ec,60,78053.36,707,0.01,7,7055.99,personal,mortgage,78053.36,approved
36d447be-fc22-4a1c-85f4-9410ea44ff5a,25,32816.56,710,0.3,6,10930.73,education,rent,32816.56,denied
9984ce46-0992-433b-98ff-9c0addefcc88,70,37372.51,732,0.062,4,8873.63,business,other,37372.51,denied
2ab890d8-caeb-4972-9126-768596d4d5b2,68,21326.8,680,0.213,8,16526.47,debt_consolidation,rent,21326.8,approved
71d4d62c-7416-4eec-a345-542d080d24ec,39,121896.04,680,0.233,5,6720.57,education,mortgage,121896.04,approved
e1e709f6-4af0-48a3-bb20-a2db461c2721,61,43078.32,778,0.236,5,13151.63,education,mortgage,43078.32,approved
dd51da9b-7438-4230-8333-fd5b7dee5ce2,44,25330.16,538,0.116,2,12127.63,debt_consolidation,mortgage,25330.16,approved
95175537-18d1-4500-b065-8678d35ae075,72,48711.61,673,0.392,2,9747.98,personal,mortgage,48711.61,approved
5302894e-cb5c-4d53-9722-b8aff06eb192,24,27220.39,850,0.077,6,66494.49,auto,other,27220.39,approved
c1866bd7-0a49-49b1-bc7c-c58bc60b3d44,47,38449.24,780,0.094,5,19236.25,debt_consolidation,mortgage,38449.24,approved
c1503d7b-9278-4672-bed0-6ad398feffa4,23,17031.3,680,0.265,5,7684.39,auto,own,17031.3,approved
1eb40d04-773d-4061-b299-18513c541994,22,7657.74,740,0.306,1,6006.21,home_improvement,own,7657.74,approved
ff2d5b6a-e4db-4182-aacd-0428325e596a,39,19641.74,567,0.121,4,14491.47,education,mortgage,19641.74,approved
20d4ce53-fb7f-49d1-9477-7802918602ed,32,16453.3,656,0.212,6,8240.28,business,rent,16453.3,denied
35c696de-3297-4cb1-b71e-79b99998ad88,78,21715.59,568,0.122,5,5666.28,home_improvement,own,21715.59,approved
7026f482-4c20-4fe5-b264-087b240ef13a,65,4698.76,629,0.084,6,10842.95,home_improvement,mortgage,4698.76,denied
61c1c8c0-75cb-4db0-8b49-01fe42110d14,21,39571.69,812,0.203,4,12722.98,personal,own,39571.69,denied
74c7bac0-3594-45d3-8c3b-4a2416181517,69,21696.34,598,0.328,2,11336.42,personal,other,21696.34,approved
6a07f7a1-9f0e-4af6-b4fe-a35460bac8a2,54,83424.89,703,0.241,7,8628.22,business,other,83424.89,denied
dce7ff69-fdd8-4d6c-9eef-423bb6b9c072,60,25311.09,750,0.146,7,33319.83,debt_consolidation,rent,25311.09,approved
f6333326-ec1f-4a4a-93ab-fd5211c279cc,21,54488.41,682,0.197,7,37706.8,home_improvement,other,54488.41,approved
dd37a3ba-1b50-41b0-88b3-18afc8b70e0d,38,35738.81,590,0.362,6,21740.04,home_improvement,own,35738.81,approved
c06cd6c5-bb47-4c29-9810-0e80a808615f,52,26232.85,670,0.2,5,20153.36,personal,mortgage,26232.85,denied
4eb27315-4e89-4a00-81b7-55cec4a6a148,77,41179.97,528,0.194,6,61077.91,personal,other,41179.97,approved
6b9a0b45-7c80-4948-b4bf-52256db611ab,41,47656.29,580,0.205,6,12138.07,personal,other,47656.29,approved
95775b38-2f4d-4a2b-bafd-e045bd0aed4a,69,31162.34,729,0.026,6,6693.14,personal,other,31162.34,approved
de90ff1f-0900-4c6f-be6a-15871332c1b7,47,11635.22,600,0.123,4,8827.88,education,mortgage,11635.22,denied
ecf8f9a9-b677-44cc-a089-5e7efff41f4a,32,42990.48,738,0.107,4,38251.25,education,other,42990.48,approved
dac824e9-d1d7-42c9-ade7-de89cbc3af6c,19,31402.99,475,0.256,7,4767.81,auto,own,31402.99,approved
fd79d218-9fbc-44f0-a8dc-b48416f61557,66,5756.0,758,0.228,3,14647.44,personal,mortgage,5756.0,approved
3608e55c-4373-44dc-9ff3-e81bd3571190,30,29570.21,661,0.233,10,25554.35,business,own,29570.21,approved
5bc8a671-a77c-49bd-b32b-c4119999f01e,35,52818.75,623,0.121,2,10451.44,home_improvement,mortgage,52818.75,approved
d15469b9-3171-46d1-acc1-7236d60584d0,46,16927.94,791,0.148,5,5350.89,education,other,16927.94,approved
d4a1bf96-ea3a-46ba-8809-1d898114e129,52,39182.75,566,0.158,4,4072.38,education,own,39182.75,approved
73b7bade-6c97-43f1-92d9-aa6dfb30742f,47,96252.07,624,0.17,7,5516.15,personal,mortgage,96252.07,denied
db2f1e19-67cb-4d7f-af2a-3f8b4d3ad58e,37,31243.15,672,0.016,6,38602.56,education,other,31243.15,denied
28c83181-19bc-40f8-bdc5-8a39f226aaaf,41,53231.15,650,0.125,1,10861.32,auto,own,53231.15,approved
90d9408f-cc85-4a7c-a580-86540d4258a7,78,111196.37,509,0.046,3,13208.84,education,other,111196.37,denied
c9f8d015-6890-499d-a452-374253a9e6e1,22,41287.3,531,0.282,3,4869.94,business,mortgage,41287.3,denied
99bb406a-7ebe-4f52-b27c-2c4a897df2c4,18,19820.51,542,0.192,7,86450.81,business,own,19820.51,approved
a50cec89-d53a-4bc2-ad27-b8f895c95ba9,36,43502.49,548,0.023,5,6454.34,education,mortgage,43502.49,approved
18350c21-6a39-435f-ad97-3d37cc3aaf11,72,37057.02,505,0.112,10,40116.8,personal,rent,37057.02,denied
efbe55b6-9068-4390-bf3e-91402c924325,66,17742.9,570,0.1,4,14231.31,auto,other,17742.9,approved
e9536c66-c6e4-4135-a9da-ac6b9b297cc9,29,77317.88,587,0.275,10,26510.43,education,own,77317.88,approved
de63cbcf-18ee-4b6c-8e02-2b18c9a9bfc9,21,22637.77,635,0.103,4,42788.17,business,own,22637.77,approved
b824a944-22b9-4379-afda-71a5bedb0ea7,19,36393.99,748,0.29,2,30398.96,personal,rent,36393.99,approved
7c66afca-9c95-48c3-aec0-11d9e685b27b,58,27322.79,511,0.079,7,20313.01,debt_consolidation,mortgage,27322.79,approved
319bf5d7-ac74-4a78-8209-d08b18a9efdc,25,10756.59,647,0.028,2,6260.44,home_improvement,own,10756.59,approved
8db15f04-6fe0-4567-b5ec-605325fc8511,49,67473.85,670,0.033,4,15774.02,debt_consolidation,rent,67473.85,denied
504efddc-dbf5-4693-b569-d72523266a8e,36,76264.16,627,0.211,3,8381.59,auto,mortgage,76264.16,approved
caa44cae-e0aa-4225-b5d8-78ebad004a73,30,24198.46,566,0.248,5,12601.53,education,mortgage,24198.46,approved
96ac3360-ed40-4bdf-b62f-ac5466a352ac,61,79079.03,671,0.08,5,41507.73,business,own,79079.03,denied
f68d8a9e-4e0c-4a8d-9401-c8b6bfcfb03b,20,77081.85,513,0.353,2,13804.3,auto,own,77081.85,approved
1538a2e8-a9b5-4d92-b5c6-8211a6908d77,63,18006.15,679,0.133,6,14269.28,personal,other,18006.15,approved
0d4e1ce8-05b9-42b8-bfdb-9d53745f3c33,72,59920.08,721,0.197,4,29280.67,business,rent,59920.08,approved
c7f2b20c-d12b-407f-9890-697119233c46,79,21599.8,827,0.254,5,14837.03,auto,rent,21599.8,denied
f0780925-a806-48bd-88c8-32deeff42870,46,33783.29,485,0.081,7,9895.57,home_improvement,mortgage,33783.29,approved
8c4e491a-788a-4e77-9d0b-1f920ebdbc7e,62,29074.0,740,0.113,4,20212.07,home_improvement,rent,29074.0,approved
c60adc04-7227-4ee6-b8eb-211e5debe9f1,37,20239.67,850,0.037,4,8510.36,auto,other,20239.67,approved
b5bf08c0-90f7-49b6-b36f-de52586a40d2,61,34264.89,680,0.22,6,15490.06,auto,rent,34264.89,approved
b349b3c9-1f33-4e82-8d87-b9b94ddf3800,35,21990.2,665,0.17,9,40699.77,home_improvement,own,21990.2,approved
89e5d63a-76d9-4005-acbc-bcac59838f29,46,82677.12,618,0.128,5,11316.51,personal,rent,82677.12,approved
74ba9c91-bf79-41a3-816a-e6ac6b4d084c,20,419624.04,503,0.373,3,3064.8,personal,own,419624.04,denied
a04d6e47-9443-4684-931b-f71e46731351,43,112097.03,497,0.185,6,23133.91,home_improvement,other,112097.03,denied
e74eb58f-a2b9-4574-9d62-e4da70cd2062,22,97512.48,609,0.436,4,1663.42,auto,other,97512.48,approved
2037bdcb-0c64-4182-b3a1-e6a199801161,51,41742.03,584,0.498,6,36251.97,personal,own,41742.03,approved
93a7e3a2-5010-4b61-a3c8-714e37e33476,57,21762.44,547,0.102,7,26658.87,education,other,21762.44,approved
7a45c87b-aa1e-41ea-af8f-b93e665c400e,76,54488.79,720,0.109,2,5822.38,personal,mortgage,54488.79,approved
c862d367-92f0-47d7-b00e-fa64baca9aab,49,11945.08,729,0.198,11,8701.34,education,other,11945.08,approved
f57a6892-6180-40d0-b94a-ae2f9b9461b6,69,52998.4,723,0.411,3,19821.8,debt_consolidation,other,52998.4,approved
aaf52374-6091-4e39-b725-b7b59246b88a,31,12550.16,614,0.204,4,16234.76,debt_consolidation,mortgage,12550.16,approved
796b60b5-60e5-41d1-bbaa-6e692b091fe4,27,95868.3,708,0.192,6,8529.21,personal,rent,95868.3,approved
f81c6104-35ca-4893-9a15-2f70f4b89063,29,18002.57,539,0.389,3,56992.51,home_improvement,own,18002.57,approved
ab879a28-a9fd-4d69-83cd-0c5e0e603452,64,22920.74,666,0.187,6,17536.64,home_improvement,rent,22920.74,approved
b14e71a7-b986-4a89-a3f7-4d9f42bdd689,19,104769.56,588,0.056,4,15769.2,debt_consolidation,rent,104769.56,approved
c606c39c-2ebc-4927-bd92-8b2fd7f73f26,64,38121.78,641,0.103,1,39041.05,debt_consolidation,own,38121.78,denied
f7f6df9b-5e00-495e-8dbe-e12b5860543b,26,64417.74,803,0.101,6,50587.19,business,rent,64417.74,approved
d288985e-c129-4a92-a927-82a84dd35d4e,66,60313.23,712,0.11,6,42928.26,business,rent,60313.23,approved
00d2193a-e94e-4e36-a205-d6a48814eaac,76,123588.0,788,0.043,3,7136.57,home_improvement,other,123588.0,approved
5744069c-85bc-4800-a06a-dbdd5bad9dc5,28,22395.63,820,0.162,10,16179.88,personal,rent,22395.63,approved
62749c47-bb3e-4d43-ac86-6df4dc326ada,23,23921.27,757,0.075,6,19389.12,education,other,23921.27,approved
035787d4-d8c8-4cb7-9fb7-539b3665ef23,24,92968.12,648,0.09,3,9888.17,home_improvement,other,92968.12,approved
fb25bf6c-8a2b-4793-8738-c52da50c22c3,38,66120.99,745,0.09,5,14596.63,auto,other,66120.99,approved
7ace5ade-8426-438c-987d-8834c3d16b16,63,39655.7,658,0.427,9,5827.75,personal,mortgage,39655.7,approved
b339bbf0-e451-45d3-9e42-8d30d4523360,57,61124.68,659,0.236,6,3069.27,debt_consolidation,own,61124.68,approved
e34250b4-7a7d-47db-907e-49cd0899677a,56,32785.42,590,0.126,6,1621.98,home_improvement,rent,32785.42,denied
c609388a-7a88-4fea-b9c8-8c99e2d7610b,65,36401.41,663,0.192,9,23849.73,auto,rent,36401.41,approved
cb6f6521-b10a-486d-91d5-76458161f22d,60,16856.95,733,0.262,7,11525.67,debt_consolidation,other,16856.95,approved
023a0b6a-257c-4ea6-9bcd-5e06a0f36244,65,22275.96,516,0.142,5,34338.98,debt_consolidation,own,22275.96,approved
113da331-4a0d-4f38-af45-333cb755e065,31,23457.8,631,0.257,1,22498.81,business,mortgage,23457.8,approved
37f58e81-cdeb-4c68-a830-1125f4b7cdd6,77,16376.78,660,0.07,3,120582.06,debt_consolidation,mortgage,16376.78,approved
1d060d7f-2fb6-4a84-933f-a971204d1976,45,40360.59,638,0.178,7,8068.72,debt_consolidation,own,40360.59,approved
02c8fb67-d820-404b-a838-27e54b01ad3c,47,17932.34,689,0.119,8,41648.74,business,rent,17932.34,approved
2525f5a8-b0d2-4d87-b8e2-d52803a942c6,75,68104.41,521,0.183,6,28234.89,business,other,68104.41,approved
ac821e81-4bb7-46dd-b9e9-fcfb97980894,63,31480.85,526,0.287,5,23992.5,business,other,31480.85,approved
c6062c2b-bd4c-4093-a4b5-73cf9b428a3c,60,201717.17,532,0.117,2,11059.12,education,other,201717.17,approved
2a88ad94-eb9d-4f7c-b906-d7a03b448ea6,67,25093.81,546,0.274,3,13411.27,debt_consolidation,mortgage,25093.81,denied
66cb1ed1-2677-4bac-8104-d16db8c9968e,19,20477.87,803,0.31,9,63788.36,home_improvement,other,20477.87,approved
9642cfd6-eb5e-482f-9d48-525cb5f007dc,40,25488.36,670,0.207,5,13950.37,personal,rent,25488.36,approved
0095eaba-eb4c-438b-b35b-dfaeee647958,63,52373.46,783,0.205,5,15076.44,debt_consolidation,own,52373.46,approved
0732c8de-dc81-4a7e-8138-47c07d4703dc,37,62049.86,642,0.085,6,16465.35,debt_consolidation,mortgage,62049.86,approved
e86290fc-3337-42d5-b439-ba9623647056,37,58793.51,547,0.217,4,10302.42,home_improvement,own,58793.51,approved
cf8010d6-0321-4394-8d8d-98ba954e5b79,24,57494.82,584,0.119,7,10637.06,education,other,57494.82,approved
12f7a88d-01d3-4d49-95f1-754b627a02e5,77,26526.47,759,0.07,6,16804.2,home_improvement,other,26526.47,approved
55809b30-d247-4eee-af19-7e49a677041e,63,39399.44,639,0.189,4,15354.58,business,own,39399.44,approved
eb4ee644-074d-44db-834e-5447e31e32d5,44,17547.18,395,0.221,4,21366.12,auto,rent,17547.18,approved
1235ca37-9ded-4d9d-b582-4e51312ec303,34,37423.44,784,0.095,6,13036.87,education,other,37423.44,approved
4d98e970-8587-493e-940d-d1956ec1aa58,78,82546.97,806,0.384,6,25351.63,auto,own,82546.97,approved
1e8617aa-dd23-477a-9d70-c99dd3d7c428,37,20190.95,561,0.143,5,6315.71,debt_consolidation,rent,20190.95,approved
13bc83f7-08de-40bc-95c6-9a30cf9612ff,56,22755.32,736,0.186,5,14699.99,debt_consolidation,other,22755.32,approved
4c3851db-1e01-4167-8bb9-d97f3d6b1e33,32,36860.52,738,0.102,3,3856.42,personal,rent,36860.52,approved
8d7661ac-ddc6-4fe1-aaea-a342124bb2a7,31,29405.94,672,0.114,8,26670.77,debt_consolidation,mortgage,29405.94,approved
98495d21-34bf-4012-9388-dccbf761421f,41,51729.47,669,0.335,7,29525.42,education,mortgage,51729.47,approved
11241387-735d-4cf3-bf0f-9ea73f28a7db,75,75121.67,579,0.119,4,16054.76,education,rent,75121.67,approved
b5151033-4328-4866-98f7-5694e3fbac45,42,43695.85,722,0.114,9,8081.18,home_improvement,own,43695.85,approved
ac963737-82c4-4a93-8ca2-b5024e6859b3,20,28993.77,566,0.024,5,8465.2,auto,own,28993.77,approved
969382e6-caf8-4d44-b485-89ad329ee048,66,37427.39,624,0.31,4,11302.74,education,rent,37427.39,approved
fb3d09ee-1c61-4ddb-9bf3-337d17b5e7ef,22,23193.55,664,0.097,3,11273.76,education,other,23193.55,denied
4e9f9d48-8ff1-431b-8aca-9e45bcddbbb0,75,22280.97,725,0.188,5,14953.11,personal,rent,22280.97,approved
